id	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10
304	42,8513	5,9738	15,1079	1,7031	99,2358	96,9357	84,5417	68,3834	52,4639	30,1566
305	86,4609	74,8476	26,5752	71,7709	6,3006	85,9316	27,7881	3,4363	61,9977	55,1623
306	80,3257	35,4895	9,4149	13,2652	1,623	62,3494	82,1421	95,0544	2,9932	74,5268
307	31,3463	89,0236	78,5073	70,1813	66,3425	4,6901	50,5836	25,657	4,1778	53,7443
308	80,2526	57,4829	96,053	52,3241	57,0512	84,3382	44,9349	78,4834	57,9744	58,879
309	21,4379	6,9358	69,6734	2,7044	20,3754	40,6296	10,9358	75,9857	84,961	6,8719
310	97,6275	47,931	16,3362	51,6243	59,9015	80,7261	97,5478	98,3094	66,518	85,3134
311	30,6041	68,6002	72,0033	59,0177	51,7427	66,7177	40,1123	29,7419	0,949	11,6793
312	92,7164	90,9201	74,1904	25,6963	34,17	38,7692	1,6969	71,76	20,4182	0,506
313	77,7665	64,9933	72,7253	61,495	66,1456	64,6522	30,7074	63,6358	15,1899	6,6628
314	80,7255	93,4175	11,6083	84,4388	94,0247	76,4641	16,0408	66,8425	10,6372	89,1141

316	0,0822	99,1251	80,7697	13,2376	62,5393	63,8893	44,4503	69,2167	73,1222	56,8219
317	69,3476	68,6016	63,3103	28,3093	76,6173	15,7787	18,2924	43,4003	86,3078	89,2636
318	85,0112	91,7144	3,4825	35,8683	6,14	77,0492	9,7523	20,9146	48,6663	59,0602
--
320	47,1	57,0045	10,0342	40,4203	98,8651	89,1534	30,1771	14,2626	77,0019	22,2244
321	89,4633	48,1943	18,4722	17,8392	21,6022	57,1831	48,4118	83,4439	29,4005	71,0587
322	51,7052	75,0955	19,8131	94,5063	40,5318	54,9551	26,9686	65,3297	40,4897	76,8011
323	7,3267	58,1426	4,2399	40,6386	52,1194	33,1201	36,874	77,2602	94,8998	1,6245
324	47,7125	65,2271	38,695	47,2387	17,26	97,5168	49,5058	18,9113	63,4881	99,4422
325	89,2764	10,7055	52,1218	80,658	8,9645	63,6763	68,0345	73,8745	63,42	22,054
326	66,7844	10,5385	79,7833	7,819	57,2818	56,7231	66,1026	72,4503	86,6793	61,0801
327	7,1941	53,517	53,1009	57,0413	52,9866	91,4297	49,2371	15,1057	99,665	20,0762
328	78,3787	74,2699	95,1954	60,9334	21,8212	58,4459	32,8733	19,9682	77,1872	95,2364
329	0,286	67,2325	31,4558	1,8702	10,5467	70,3281	66,7764	1,3299	28,2814	32,8516

331	91,3936	98,069	75,027	12,7022	71,5095	91,4586	71,547	49,2496	59,7296	2,6454
332	44,9476	49,9981	19,873	27,2871	66,4063	65,2206	15,0215	81,5901	63,5138	77,2423
333	48,2618	90,6978	26,2237	52,316	40,8296	66,5149	52,5416	37,435	66,7394	59,433
334	46,5208	64,0504	7,1144	82,4581	97,9857	78,7754	78,9616	87,1387	62,6256	33,6635
335	98,7659	67,7878	53,1876	64,8779	66,2516	63,2352	81,9592	7,5506	84,0379	12,5171
336	40,8466	27,0542	11,1787	55,5329	93,4233	19,6118	14,8655	16,5553	19,4765	77,4445
337	82,8948	86,8049	45,9762	63,1315	8,2284	33,3772	59,3113	28,2843	32,4459	29,1878
338	96,2334	77,8035	78,8951	57,5748	43,4548	30,8064	13,8959	57,304	63,1404	14,2761
339	4,5427	85,5884	53,8896	51,6713	48,7664	65,5629	65,3239	25,0407	8,929	85,3854
340	15,5014	89,754	91,9646	33,4802	89,4181	48,5408	78,7467	35,8763	86,8655	28,1367
341	26,8461	69,2277	49,9962	83,4314	41,5261	4,7242	24,0198	53,5544	31,1708	34,6363
342	75,3573	30,5766	35,5398	36,6878	79,401	18,0471	43,9375	0,2413	8,286	68,1962
343	41,2167	41,5571	22,4359	93,487	79,4489	57,2012	98,0573	8,961	34,4482	11,212
344	84,6231	47,8305	14,7724	80,3556	64,8239	69,1107	21,4795	39,2511	94,463	86,3404

346	41,9363	11,7448	4,2817	74,513	23,6345	49,3556	13,6847	7,3105	71,6025	31,0239
347	11,0676	85,9631	65,3387	70,4948	46,9664	83,8975	36,3394	72,4677	71,0375	91,0751
348	28,3205	15,3135	38,1501	54,7734	42,9645	76,2667	49,9071	83,3361	79,8891	72,2587
349	6,0008	2,0553	50,9856	89,9371	26,0259	38,5709	91,77	52,4248	14,1637	90,0591
350	96,1134	86,3145	58,2537	54,3163	16,0115	49,8131	58,9132	0,5784	50,2541	40,0773
351	60,3014	3,9589	73,154	12,6077	41,3055	23,9533	19,8391	65,3767	3,0817	88,2144
352	29,3857	58,906	46,9489	91,5139	35,945	85,5277	48,238	31,1561	39,5755	13,1056
353	98,6016	16,6831	2,7192	16,5636	93,0173	44,7601	28,9607	10,6528	4,1031	49,4966
354	72,2936	2,7501	84,746	47,9814	47,6808	48,3811	40,988	18,0933	57,8763	28,2757
355	57,6563	46,6853	15,6948	71,1928	9,1564	84,5643	90,9592	84,6154	73,0791	41,8902
356	16,9866	96,1457	89,2479	8,4607	7,1564	76,6569	7,8804	6,1575	87,653	45,9111
357	69,8575	81,5212	34,4699	5,4247	82,6764	29,5126	36,8844	89,3803	80,1966	16,1795
358	57,8011	9,4351	49,9221	90,5669	58,9583	24,3167	93,1525	95,3647	66,6784	44,4274
359	89,6665	87,142	77,4364	78,6257	59,9415	11,1318	51,0358	57,8275	25,9538	16,0801

361	87,6519	88,7195	0,1543	61,4119	95,9762	45,649	92,7024	89,9349	59,7197	49,1623
362	19,6721	41,9005	48,0929	24,5755	17,4161	74,4103	92,5802	58,8494	95,3869	60,1442
363	36,9778	66,0059	11,3076	90,6212	57,8778	35,7307	34,6991	52,7499	45,7393	26,6853
364	88,5183	15,5478	50,9303	39,3288	41,9699	63,1954	20,0975	35,4663	7,4842	9,2426
365	58,9608	63,1198	82,3665	37,6606	85,6881	85,1251	67,5195	88,1062	94,026	28,1005
366	79,4574	71,4079	54,5864	91,3177	62,2553	31,7627	60,6484	8,446	55,5358	52,9254
367	7,3828	96,8988	2,6348	68,1156	23,8908	23,6479	89,3301	22,2356	83,4499	52,697
368	14,0379	1,2631	11,737	81,1443	65,5396	94,7601	83,7294	43,4306	0,0681	2,5731
369	12,6275	98,8193	80,4025	13,4902	75,437	75,3203	8,0354	76,654	20,5833	38,4599
370	86,4048	82,4956	85,5265	89,8606	44,9841	68,8226	25,9115	63,5449	56,3585	97,5
371	76,6851	26,9202	83,7417	26,3355	80,2886	22,9244	57,0427	19,4372	10,0761	37,8941
372	73,1922	69,5941	56,827	41,115	31,7478	44,1685	66,6552	89,9613	58,2753	57,921
373	91,4574	39,3945	34,3113	21,3587	62,3703	32,4954	45,0797	20,6486	15,8658	54,856
374	25,8183	84,3293	59,194	56,296	26,2405	12,9619	97,7353	77,7323	26,1644	1,4413

376	59,8086	78,6347	95,0899	61,7363	44,8451	17,402	83,4227	15,8828	7,3924	82,9231
377	50,8237	59,2842	8,1327	81,6283	84,999	96,195	24,9406	22,6578	59,5944	39,3854
378	63,2765	58,971	66,7669	61,7067	61,7039	2,826	63,1903	28,5367	62,7442	46,2171
379	88,6855	62,3752	38,8317	34,481	19,9439	36,7756	62,0725	13,5487	80,0876	58,0081
380	22,2293	93,9442	37,3828	10,6475	64,0582	77,8235	34,6806	45,9854	67,3979	53,4946
381	40,6416	19,2856	84,7161	76,2784	4,483	69,8866	90,9983	55,0722	26,0366	16,9256
382	72,5206	41,9559	34,3615	44,8506	79,1334	91,4772	22,1819	53,8582	61,8757	68,6367
383	53,731	41,0951	25,2738	76,4961	6,8982	26,655	53,8014	74,2215	82,0266	81,5602
384	99,9941	7,1551	32,3573	26,3967	97,8525	81,1782	57,8277	41,7433	44,2641	36,2779
385	8,7352	77,445	1,4918	93,4256	83,667	25,7639	65,3669	78,5142	61,3763	48,4924
386	22,1174	8,3751	74,0446	24,6128	8,4921	93,0635	54,5757	8,8105	45,4871	52,4941
387	74,8256	73,7972	87,3961	1,5545	79,2729	0,2117	31,2127	97,0997	7,7757	70,5408
388	47,014	11,1799	35,5202	74,8292	77,2076	12,6287	97,1978	48,9758	45,0262	44,0976
389	8,5554	13,6322	21,1225	56,8073	85,4114	68,4981	13,8476	87,033	15,0047	7,1895

391	56,7769	58,0652	67,4064	27,7418	8,1561	97,5315	7,5792	38,5353	70,4339	99,1739
392	29,5194	41,135	1,7737	20,8754	84,61	76,9972	3,0768	52,4252	72,3765	4,0196
393	24,9832	47,0721	14,7311	9,5254	52,9861	38,0272	58,7455	62,8617	82,8568	72,5901
394	87,4151	91,2925	24,8409	71,395	65,8237	58,4454	42,5968	19,7852	67,5469	14,0309
395	29,2979	50,4881	33,8384	64,5416	7,6216	97,617	17,3021	98,926	19,7379	6,8674
396	65,0385	7,527	32,2344	45,1933	43,7842	26,1622	41,356	49,16	61,6453	80,4056
397	79,6654	45,8414	61,3686	96,2153	46,3213	62,9567	7,8214	14,5952	52,2	52,3039
398	66,8748	86,2886	64,8834	32,5776	93,1799	21,7658	86,2864	92,6096	32,3093	16,219
--
400	0,5549	13,1959	66,9477	35,7911	31,0835	32,5468	61,4011	27,3136	82,8965	40,275
401	35,8942	0,9242	53,9499	74,2362	29,1149	8,5857	74,2166	87,6142	93,1051	96,7216
402	59,5264	62,869	88,4793	68,7697	70,5878	84,7746	26,0736	94,0189	37,3893	25,3994
403	70,6776	73,297	99,4546	38,1974	51,3291	37,7525	76,5979	87,626	14,3777	44,5276
404	75,3187	1,4802	21,1882	71,9469	6,9341	55,657	85,0388	73,1696	17,4359	75,3151

406	75,0384	89,4782	66,4049	33,7608	33,5623	95,3048	29,4933	28,0566	54,5244	98,4399
407	93,4521	22,767	19,556	18,4236	79,2641	69,3184	27,3136	22,1206	35,0636	11,975
408	69,5163	50,9385	12,7165	96,1581	60,9895	91,3324	24,7691	0,6239	20,8043	39,2157
409	55,2275	69,0583	41,8925	90,5103	71,6097	89,0794	82,3223	96,3365	52,2112	1,2129
410	60,5016	47,0448	55,0141	39,3961	98,5154	71,7228	14,6618	1,0369	82,1853	41,7732
411	1,8697	75,7411	71,1507	96,7781	92,6954	44,3505	34,2404	60,9125	93,1564	35,0944
412	43,0054	31,9205	14,2203	34,239	72,2878	75,3469	69,0522	66,7748	18,8881	75,2754
413	67,112	57,4538	47,5346	23,4709	44,4915	51,2471	38,1819	47,8344	18,9443	4,6914
414	92,6495	59,0711	0,5293	78,1325	97,1812	33,8333	21,7092	27,5754	26,296	81,7516
415	20,7542	7,041	86,9075	16,3987	71,3008	7,2232	70,8319	93,4053	30,8848	67,3985
416	26,1755	66,2797	15,6475	88,2948	15,6784	98,7865	23,0688	13,9277	32,2792	53,8592
417	1,0958	81,3261	10,876	98,5498	90,5376	50,2811	65,6507	92,8797	12,789	43,9407
418	44,9821	91,9166	68,9837	97,3335	81,4642	2,1025	68,2914	35,5591	97,7211	2,064
419	42,4721	61,5962	28,5541	61,193	73,6794	27,1032	25,2892	68,6699	86,4718	15,7067

421	87,3658	16,3661	90,6461	41,7564	43,4878	73,9142	87,5107	79,0767	86,4688	76,6209
422	86,9006	84,5325	18,8694	4,9358	94,8591	76,3629	31,3779	4,5575	25,866	49,619
423	38,4439	35,4464	85,5441	20,7454	30,1149	73,9421	17,9413	12,3543	40,9821	44,0465
424	61,398	63,8205	89,6717	38,4375	50,1902	5,3929	76,0385	89,7542	37,861	44,1485
425	67,5057	36,1524	14,9031	11,239	62,7163	59,9666	50,4196	14,5391	14,7724	27,1352
426	59,427	64,4375	77,3261	8,6953	36,543	12,05	7,6187	60,9109	44,3147	54,9494
427	73,4249	86,2643	70,6883	69,4409	56,1813	58,2542	29,0032	7,2402	23,1494	37,3347
428	77,1692	50,8429	72,2134	6,0197	2,3173	38,8547	55,0735	78,1653	24,465	8,4073
429	67,7526	89,9804	79,4851	2,807	91,3025	59,727	46,4047	95,63	82,6554	50,0442
430	78,2144	45,5546	87,1585	90,2921	60,6512	42,0885	88,9305	20,854	49,6086	39,9738
431	93,3985	6,2428	32,7497	0,7352	77,8576	12,6123	54,2655	57,9414	49,7927	12,1787
432	94,0983	13,5873	83,4817	7,9321	49,703	13,255	94,5705	99,3733	7,3628	37,5394
433	82,2646	95,0494	2,2042	40,5705	27,5636	67,568	25,8135	45,332	23,2178	24,2466
434	31,2301	55,5348	31,3026	20,1151	65,8816	39,8057	75,5179	33,9983	64,0555	55,4477

436	0,7965	96,2591	90,9405	91,329	24,2357	55,3499	11,541	81,6064	26,4292	16,0333
--
438	54,14	3,9328	1,0825	72,0044	25,494	39,2731	12,5476	80,8669	34,7019	59,2181
439	21,0432	93,5294	50,2714	7,5723	22,8524	20,3185	69,2268	20,7199	75,8557	13,6022
440	37,3161	76,417	1,9358	69,8277	87,6584	62,096	87,5726	73,46	28,7931	99,0526
441	98,3954	8,0734	32,405	31,8442	34,5201	80,6141	12,117	32,8339	2,7357	8,3223
442	34,2639	23,1352	9,1686	97,8409	72,4811	3,8091	60,7217	81,6083	55,1184	22,7142
443	58,4884	83,9718	87,0233	43,039	58,536	65,3238	53,0921	21,7314	37,7932	40,0337
444	51,3763	72,1647	99,4701	31,4397	15,3091	70,6793	92,4467	23,4308	90,9601	61,4705
445	43,8084	95,2881	30,2129	23,511	4,4068	28,999	2,8946	95,4935	16,5037	89,4273
446	55,1181	73,8861	19,7476	12,2814	9,2223	45,3618	26,4826	70,3404	78,8043	35,4547
447	36,6784	98,4657	43,9687	62,0197	17,5005	42,5301	20,2277	96,211	10,8552	19,2085
448	77,7339	71,3411	39,7258	2,0005	57,8483	12,5953	65,5694	15,8652	91,4087	38,9263
449	4,469	12,33	70,2756	81,5349	78,0529	13,6195	78,7689	11,1875	10,5065	27,0252

451	0,1934	71,2501	88,46	11,7369	42,6721	20,324	35,3904	28,727	21,312	6,7102
452	3,87	44,5631	26,4079	79,6491	23,7791	75,9627	13,6343	95,3209	97,2877	62,711
453	83,2062	30,4623	24,3311	16,9122	89,6564	57,8139	72,0919	61,7583	89,9961	64,7298
454	40,7775	33,5622	99,7389	69,9694	76,7577	29,1295	39,4679	20,8504	24,4321	39,9815
455	63,6714	83,5897	0,1621	94,3343	1,1799	8,0667	12,692	72,7643	36,1431	69,5298
456	52,062	91,1737	98,8014	48,9716	65,9785	9,6288	97,6486	53,5489	47,4677	68,4171
457	95,1247	92,2468	59,1031	59,1284	65,9628	41,9612	19,3529	0,4972	76,534	47,4327
458	2,3318	71,2478	24,6112	14,0154	83,5766	17,3483	39,7051	33,2272	55,8245	69,7807
459	55,5125	78,5794	73,3058	88,2106	59,0099	16,0086	87,3049	92,8497	47,9434	90,5364
460	30,7695	82,3488	31,311	58,6009	14,9129	31,9523	40,4208	71,4523	77,3214	5,6835
461	18,77	91,5622	33,6186	91,1191	81,6351	67,4546	75,5437	79,5486	90,5312	55,0473
462	78,8945	8,1517	98,9301	2,2146	83,6269	25,362	92,1627	44,2698	9,6883	44,8142
463	47,3679	85,8734	27,842	93,8387	45,6404	96,3739	54,029	69,8345	31,9503	0,9455
464	69,0771	76,9609	30,2546	43,8479	87,6383	35,7691	76,8089	47,8386	84,5501	65,3419

466	62,3827	67,6101	20,832	14,2074	77,8239	66,5111	96,3868	68,627	25,5571	52,9167
467	44,3498	21,069	69,1103	33,5939	43,9925	90,4233	4,2824	16,0742	18,7415	70,0755
468	36,6018	53,6049	54,7421	9,7114	68,7437	96,5502	58,6291	88,5872	83,1891	73,711
469	55,6855	73,3073	54,0379	71,6521	4,2249	95,5157	69,1506	54,3037	37,6613	30,452
470	18,288	11,2956	89,3689	56,2339	91,5564	49,3194	42,0892	35,8684	61,215	53,6025
471	84,4494	46,7227	30,8251	71,014	36,0283	95,1621	74,636	81,3834	72,5412	2,6614
472	43,9722	16,3504	91,582	14,3861	16,7072	53,7056	26,4783	95,8595	16,4045	21,8653
473	14,1216	62,9438	65,1981	78,7186	72,065	79,1929	88,9398	0,9049	48,3387	36,5729
474	78,9749	86,49	17,4007	66,5781	50,4857	24,4677	52,1256	75,5607	22,5183	24,1125
475	78,5084	73,4302	39,3302	3,3372	72,4701	53,9147	65,02	19,7983	39,8792	23,7127
476	64,4973	96,7736	98,5325	33,2277	55,1682	45,0176	72,6464	15,45	3,5173	47,2426
477	97,7845	11,5197	22,8154	3,9919	88,206	16,063	92,8793	16,9656	15,227	4,426
478	15,8664	78,5736	59,9142	68,3209	27,845	18,1168	40,498	14,2171	53,7017	63,2977
479	23,7492	87,763	4,8391	97,5942	9,533	31,3324	56,9986	73,3081	98,6677	35,9811

481	40,6476	42,5723	85,8077	83,6822	81,1465	45,2882	53,5557	45,7916	27,4027	88,5397
482	20,9054	26,1051	31,3922	29,3833	66,1389	68,6575	53,0912	89,6818	82,9759	1,6479
483	27,2101	50,7286	40,5085	82,1762	9,0552	71,9684	50,9875	4,5742	41,6316	93,6619
484	10,703	6,1279	29,9022	70,1312	91,4652	82,3454	27,6826	86,4162	29,3141	99,7781
485	12,6925	8,0372	80,3753	51,1922	2,8083	57,3042	45,7016	65,812	64,2491	39,5582
486	48,3924	30,988	33,456	57,7084	22,4252	47,5004	12,9547	75,469	47,4006	94,4416
487	7,8719	65,5053	10,1642	9,2698	54,3102	79,7029	9,3246	54,9584	66,0942	24,3742
488	94,061	24,3941	58,2721	57,3702	72,4329	44,2087	68,2069	29,0473	91,806	29,1217
489	37,3181	75,5468	68,4447	42,1104	85,3042	66,5384	31,2849	93,3761	4,3582	22,7364
490	15,5761	23,253	0,114	61,2765	12,2556	56,6314	27,6218	65,8709	83,9568	51,8685
491	21,2788	94,0712	89,6592	22,732	37,1887	78,7302	94,5631	61,8394	37,5427	47,7373
492	66,4562	53,7628	11,6705	36,7246	50,7729	55,2071	12,1514	79,7574	29,8149	15,5428
--
494	47,6731	28,3366	87,092	46,6636	32,2144	43,1347	19,8045	3,6928	22,691	89,1754

496	42,9193	56,6198	68,3138	50,7893	22,2086	52,3028	49,5425	7,5976	18,9639	23,6325
497	16,0352	21,2375	13,0273	90,8121	99,81	51,5094	99,076	47,7709	66,2913	44,2656
498	18,7339	61,8827	34,5645	22,3805	69,0295	32,9666	80,878	57,4949	0,8969	66,0361
499	32,6322	1,6291	62,5023	1,8266	86,8971	59,1738	95,6734	49,9096	89,0513	56,0786
500	84,7824	71,1739	54,0743	36,7294	29,3862	72,7405	60,5554	86,6408	62,3489	5,1369
501	91,1843	37,7298	3,4057	8,6232	40,0784	26,0313	97,3501	34,184	99,7798	49,1566
502	17,978	18,9404	31,3232	52,9244	74,8311	6,974	13,7922	35,0061	86,3648	30,0013
503	36,9146	45,9056	82,3815	6,3117	17,4619	7,1791	23,2094	11,9655	73,7667	5,6772
504	4,9257	70,1062	51,6393	21,0564	12,4904	7,5634	69,9063	21,6903	34,9553	29,5412
505	43,3375	51,2522	16,1843	74,6427	5,8912	93,2026	72,4191	47,1119	75,711	43,8479
506	64,6583	46,3151	16,8227	51,1366	66,9486	48,1038	95,9976	66,0957	8,19	15,3593
507	80,6703	17,6813	82,4558	76,8208	47,3876	3,7598	68,3944	43,2849	26,7544	17,9458
508	31,6262	9,4177	36,9055	77,7834	40,2458	36,1076	26,6766	20,7077	78,6411	74,4478
509	68,0569	9,4764	13,3895	69,6044	5,3834	10,281	91,4528	56,4785	35,6746	82,2799

511	36,3919	5,8368	46,4265	24,1009	48,8718	20,5671	27,5574	34,7065	61,82	82,5956
--
513	75,8952	99,5677	34,789	12,8329	1,981	86,5155	99,7612	35,4262	67,7784	38,1229
514	13,7099	28,7381	79,4359	15,5071	85,675	10,4205	89,3445	65,7193	51,5858	79,1644
515	71,1417	36,8466	80,064	28,1792	35,5289	72,6023	76,3026	40,659	57,7472	35,1155
516	43,4031	40,692	64,9525	40,8892	85,7464	81,1217	54,0787	59,4234	82,7226	7,2238
517	53,4263	84,2336	5,3118	5,7776	59,6455	21,8072	84,3085	58,077	24,6273	15,6959
518	34,2186	60,8717	97,5774	13,2832	48,7066	44,6601	71,1845	93,6861	68,248	30,6415
519	58,7074	77,2	8,5079	19,5289	27,3723	31,7051	56,9817	62,62	98,6295	95,7286
520	98,1597	63,31	75,3472	8,0651	10,1766	80,6763	68,0202	58,725	24,2101	80,2223
521	11,1439	53,0763	76,8206	37,4948	59,4928	78,6143	12,2589	53,1817	62,2284	91,6703
522	20,0446	1,1665	96,3667	4,825	73,8434	37,5007	74,9642	57,0976	91,7606	6,2903
523	36,1113	61,9634	4,9919	52,2306	58,9027	29,1267	53,6979	63,1926	55,5086	11,5959
--

526	81,4679	26,9576	88,6697	29,0434	86,3157	18,0715	94,3385	65,5441	2,9493	2,0032
527	30,4048	99,695	32,7734	41,6319	0,4439	3,5259	12,0436	85,7464	59,3991	34,8439
528	52,7603	77,8568	61,9196	1,833	9,2949	98,4176	72,5915	48,518	92,8031	23,9252
--
530	80,1217	2,5208	97,8249	17,1222	80,3262	81,3432	46,204	35,4122	11,1706	11,9774
531	50,0901	99,0288	97,6142	19,5224	63,9698	61,5138	43,8993	28,74	65,8027	20,0918
532	84,0238	82,7639	60,9253	72,1826	47,5046	31,9662	20,3075	30,2283	7,8661	69,5384
533	68,0262	1,7703	39,2603	24,8154	74,4243	37,165	66,9705	96,1207	84,8279	92,0504
534	25,2851	32,0171	43,6738	9,8556	96,2352	5,3903	60,5181	13,0676	56,0795	96,1439
535	9,8521	33,8625	30,923	84,395	25,3591	35,4822	10,0536	86,0483	1,5727	51,4749
536	91,1904	39,4946	25,5193	15,2213	30,1273	51,9031	57,6308	62,1275	2,8169	54,1141
537	51,8301	7,5565	86,298	76,1293	97,2441	96,2916	42,0363	34,5301	15,7449	96,1922
538	48,4315	23,0343	30,2073	48,6165	74,3374	97,4864	17,5889	67,4066	35,7422	8,7035
539	68,0695	13,785	25,0056	35,433	41,2872	28,9241	6,6898	33,31	57,1479	69,3554

541	71,4407	10,7292	57,8591	91,6355	82,2302	71,8719	26,5189	24,6862	95,5661	24,2973
542	7,4489	75,9058	8,5843	70,2849	42,1085	88,0182	19,236	7,1316	23,2345	32,5071
543	1,2155	14,5532	90,6908	94,3036	36,7488	72,4928	46,592	50,7247	5,239	61,0119
544	52,5349	82,9971	21,5996	37,349	38,387	2,6618	34,247	58,1466	36,1411	40,5808
545	26,192	81,3908	86,3815	30,5799	23,5856	53,0894	68,0516	1,6596	82,3838	24,9198
546	74,6348	21,2942	36,3455	28,9648	3,2695	12,1049	87,3245	3,8828	59,7056	8,3518
547	55,8955	34,2529	36,1341	99,4337	71,2633	1,5948	4,7679	72,5274	6,7018	35,6898
548	19,5182	91,3626	16,2464	41,2148	90,9431	40,4153	4,9455	87,0745	39,0009	43,6594
549	18,2593	30,3292	64,8246	1,8867	3,0444	46,7817	96,5161	41,497	94,7324	82,5993
550	53,5239	94,6014	36,5862	90,0452	23,8113	15,3189	39,5731	8,6447	24,9503	41,3675
551	33,7303	18,9482	31,3368	8,2084	82,6511	63,9984	83,9351	35,5783	9,55	1,067
552	16,1653	97,7444	85,2913	94,4727	9,5963	93,4476	25,0289	84,6225	74,5213	47,1824
553	67,6782	24,352	95,4859	48,9537	78,7638	30,6267	81,2379	27,0622	3,1808	75,6566
554	44,8956	78,0888	56,4963	21,5165	40,5772	54,9244	33,6299	1,1154	91,1442	95,6945

556	58,9001	93,4692	11,61	57,295	70,2408	31,6976	91,1376	31,942	88,2716	7,8067
557	54,4301	44,0405	92,2974	12,7249	3,0228	34,2798	53,1701	21,5635	90,7875	6,6533
558	81,5191	5,873	58,699	46,3087	80,8856	15,5412	48,6926	23,3845	20,6132	38,6387
559	99,7716	60,9543	74,9877	16,3329	96,0368	51,563	79,3842	40,4372	97,5438	21,8572
560	85,7393	4,5624	71,8869	73,1527	71,5041	55,7713	84,2415	26,7585	51,2633	41,5481
561	7,7485	22,8311	62,6344	71,6014	35,1807	67,5718	29,8718	95,3758	7,1919	12,6963
--
563	97,8798	47,9363	64,1791	89,0686	88,4999	54,5435	25,4848	94,5902	3,3159	83,293
564	59,3119	44,2359	27,3772	52,5834	73,1144	93,3858	84,879	31,5113	33,1226	84,9293
565	85,1067	5,5223	34,5275	23,3777	21,9337	90,3341	91,2562	4,4157	63,8442	5,6466
566	1,2917	68,5929	91,9127	69,662	13,8965	81,2685	23,2732	27,6735	63,8284	20,3749
567	93,3273	90,6972	63,7422	59,4924	98,626	90,8727	58,6966	94,9181	20,6946	80,9015
568	88,0304	67,6874	38,1165	34,691	35,6212	13,4834	33,654	72,1237	26,8064	45,9543
569	62,4626	97,8537	75,9946	47,2765	40,3227	29,3988	74,7279	41,5674	22,7127	7,8139

571	72,6933	92,7714	62,289	71,6567	68,4955	39,5649	27,3085	67,9616	60,7865	71,9715
572	15,5526	34,7645	83,7961	13,3647	47,9127	4,6308	12,0169	92,093	54,1867	17,0192
573	75,8839	89,5826	36,8841	22,2995	0,1273	71,3299	94,458	74,6201	56,5445	0,7455
574	91,7571	13,0899	47,3609	24,8132	3,6601	11,2984	78,3113	51,7887	0,2851	90,6399
575	46,1032	57,7782	26,3232	85,0228	29,2911	2,7916	50,3685	30,8961	88,9466	51,4187
576	92,9728	87,4816	58,8298	74,943	24,5359	97,4866	12,9525	20,2658	4,2064	71,8237
577	48,502	61,0102	19,2032	21,0337	68,631	66,9695	34,7516	8,9192	11,6852	3,0948
578	2,9722	40,5512	35,7696	50,8398	65,873	97,6387	22,8615	84,808	4,9028	34,8392
579	38,781	53,5361	63,9668	66,4328	95,8649	49,5756	12,9694	20,2833	58,7805	39,6954
580	13,7904	15,032	34,7252	65,7994	6,1584	26,1327	52,7672	6,8143	27,5698	37,2428
581	7,7098	39,178	81,121	32,7832	48,4826	51,9114	60,8174	26,4076	30,0618	57,5834
582	8,892	37,0064	28,2898	27,4159	96,5436	10,5399	2,4851	29,7288	61,8887	86,4595
583	26,6534	65,2769	66,5397	12,183	90,2208	77,9995	36,8041	13,8976	9,0822	7,2739
584	78,7228	21,0964	0,6659	56,2422	79,478	27,1614	11,2929	68,7448	24,9733	7,3037

586	50,8748	54,8559	62,9903	58,5638	60,7081	42,2101	81,569	73,4302	76,216	76,4176
587	5,46	19,7433	4,7064	55,7945	69,1226	76,4877	58,4457	61,1495	50,4788	48,3466
588	93,1545	61,9469	83,8947	0,7415	7,2698	15,2163	35,6231	32,7775	17,5588	94,8285
589	83,514	83,7832	59,64	21,8585	0,0279	65,6694	65,4969	18,9906	3,4177	3,91
590	85,3639	47,8459	97,0939	77,4171	91,7809	98,0017	63,5372	15,7759	26,3686	30,0052
591	63,901	8,1255	66,8804	31,2898	39,5703	58,4188	34,7688	31,4674	27,9138	37,5667
592	21,3006	11,575	4,8149	35,7784	90,7608	79,0534	28,7515	93,754	88,8666	6,5067
593	87,511	56,0372	33,8619	39,7276	19,9934	75,9241	84,2374	99,5022	34,1399	91,0903
594	12,1521	20,2968	21,9413	28,6249	17,8977	25,1165	49,2653	66,6454	75,5361	80,4034
595	42,9749	21,6208	33,695	4,3905	80,6909	92,7011	27,8939	30,693	64,9706	91,3946
596	46,1551	4,7785	22,502	67,0544	88,0774	18,8171	13,9855	8,8963	13,7621	9,3709
597	47,3667	76,9878	95,1691	4,06	56,2017	35,1045	45,6753	7,9518	28,4263	20,9778
598	44,0873	44,5032	18,9019	69,7752	39,2232	32,9885	53,7042	62,3233	9,6797	66,3121
599	0,9333	20,1963	76,2658	5,3501	61,988	28,9046	78,6674	92,6244	36,5913	90,4066

601	6,0063	85,027	12,3319	56,9441	42,8826	45,2198	88,1489	42,2337	2,2724	15,9698
602	93,3298	60,6238	9,7258	37,4442	58,123	65,8982	15,1035	99,9012	35,3256	84,899
603	15,4125	17,5885	67,7905	7,5461	70,712	38,7346	79,4184	46,1628	59,9513	31,9557
604	99,4303	65,9381	3,3786	21,6477	18,5463	56,4999	52,2374	40,492	1,0267	56,9476
